,name,File Path,File Type,File_size_in_MB,Length,Song Number,Artist,Album,Genre,Publisher,Bitrate,Comment,Composer,Year Published,Owner,Computer,Encoded By,Copyright,Device_id,Inode_id,Created Date,Modified Date,Last Access Date
124,I ain't bullshitin' part 2,D:\music\2 Live Crew\BLH57A~I\I Ain't Bullshitin' Part 2.mp3,mp3,15.340084075927734,402.0,18,2 Live Crew,Banned in the U.S.A.: The Luke LP,R&B,Little Joe Records,320,                            ,2 Live Crew,2013,WehrsNet,NAS-1,Winamp 5.601,none,3935787269,1407374883571204,2023-05-04,2023-05-04,2023-05-04
125,Do wah diddy,D:\music\2 Live Crew\Move Somthin\Do Wah Diddy.mp3,mp3,9.380382537841797,241.5,09,2 Live Crew,Move Somthin,Rap,Little Joe Records,320,                            ,Ellie Greenwich/Jeff Barry,1987,WehrsNet,NAS-1,none,none,3935787269,1407374883571206,2023-05-04,2023-05-04,2023-05-04
126,Drop the bomb,D:\music\2 Live Crew\Move Somthin\Drop The Bomb.mp3,mp3,6.628072738647461,169.3,02,2 Live Crew,Move Somthin,Rap,Little Joe Records,320,                            ,C. Wongwon/D. Hobbs/James Avery/Luther Campbell/M. Ross/R. Reed,1987,WehrsNet,NAS-1,none,none,3935787269,1407374883571207,2023-05-04,2023-05-04,2023-05-04
127,Feel alright y'all,D:\music\2 Live Crew\Move Somthin\Feel Alright Y'all.mp3,mp3,6.812434196472168,174.2,11,2 Live Crew,Move Somthin,Rap,Little Joe Records,320,                            ,C. Wongwon/D. Hobbs/Luther Campbell/M. Ross,1987,WehrsNet,NAS-1,none,none,3935787269,1407374883571208,2023-05-04,2023-05-04,2023-05-04
128,Ghetto bass 2,D:\music\2 Live Crew\Move Somthin\Ghetto Bass 2.mp3,mp3,10.276230812072754,265.0,04,2 Live Crew,Move Somthin,Rap,Little Joe Records,320,                            ,C. Wongwon/D. Hobbs/Luther Campbell/M. Ross,1987,WehrsNet,NAS-1,none,none,3935787269,1407374883571209,2023-05-04,2023-05-04,2023-05-04
129,H-b-c,D:\music\2 Live Crew\Move Somthin\H-B-C.mp3,mp3,7.823848724365234,200.7,07,2 Live Crew,Move Somthin,Rap,Little Joe Records,320,                            ,C. Wongwon/D. Hobbs/L. Campbell/M. Ross,1987,WehrsNet,NAS-1,none,none,3935787269,1407374883571210,2023-05-04,2023-05-04,2023-05-04
130,Introduction,D:\music\2 Live Crew\Move Somthin\Introduction.mp3,mp3,2.176738739013672,52.6,01,2 Live Crew,Move Somthin,Rap,Little Joe Records,320,                            ,C. Wongwon/D. Hobbs/Luther Campbell/M. Ross/Nick Drake/Terry Kath,1987,WehrsNet,NAS-1,none,none,3935787269,1407374883571211,2023-05-04,2023-05-04,2023-05-04
131,Mega mixx 2,D:\music\2 Live Crew\Move Somthin\Mega Mixx 2.mp3,mp3,7.406330108642578,189.7,13,2 Live Crew,Move Somthin,Rap,Little Joe Records,320,                            ,C. Wongwon/D. Hobbs/Luther Campbell/M. Ross,1987,WehrsNet,NAS-1,none,none,3935787269,1407374883571212,2023-05-04,2023-05-04,2023-05-04
132,Move somthin,D:\music\2 Live Crew\Move Somthin\Move Somthin.mp3,mp3,8.051063537597656,206.6,03,2 Live Crew,Move Somthin,Rap,Little Joe Records,320,                            ,D. Hobbs/Luther Campbell/M. Ross,1987,WehrsNet,NAS-1,none,none,3935787269,1407374883571213,2023-05-04,2023-05-04,2023-05-04
133,One and one,D:\music\2 Live Crew\Move Somthin\One And One.mp3,mp3,5.676419258117676,144.4,12,2 Live Crew,Move Somthin,Rap,Little Joe Records,320,                            ,2 Live Crew/Chris Wong Won/D. Hobbs/Luther Campbell/M. Ross/Miles Davis,1987,WehrsNet,NAS-1,none,none,3935787269,1407374883571214,2023-05-04,2023-05-04,2023-05-04
134,P-a-n,D:\music\2 Live Crew\Move Somthin\P-A-N.mp3,mp3,7.63551139831543,195.7,06,2 Live Crew,Move Somthin,Rap,Little Joe Records,320,                            ,,1987,WehrsNet,NAS-1,none,none,3935787269,1407374883571215,2023-05-04,2023-05-04,2023-05-04
135,S & m,D:\music\2 Live Crew\Move Somthin\S & M.mp3,mp3,8.939919471740723,229.9,08,2 Live Crew,Move Somthin,Rap,Little Joe Records,320,                            ,C. Wongwon/D. Hobbs/Luther Campbell/M. Ross,1987,WehrsNet,NAS-1,none,none,3935787269,1407374883571216,2023-05-04,2023-05-04,2023-05-04
136,With your badself,D:\music\2 Live Crew\Move Somthin\With Your Badself.mp3,mp3,5.570801734924316,141.6,05,2 Live Crew,Move Somthin,Rap,Little Joe Records,320,                            ,C. Wongwon/D. Hobbs/Luther Campbell/M. Ross,1987,WehrsNet,NAS-1,none,none,3935787269,1688849860281873,2023-05-04,2023-05-04,2023-05-04
137,Word 2,D:\music\2 Live Crew\Move Somthin\Word 2.mp3,mp3,7.421268463134766,190.1,10,2 Live Crew,Move Somthin,Rap,Little Joe Records,320,                            ,C. Wongwon/D. Hobbs/Luther Campbell/M. Ross,1987,WehrsNet,NAS-1,none,none,3935787269,1407374883571218,2023-05-04,2023-05-04,2023-05-04
138,Fraternety joint,D:\music\2 Live Crew\S0S8SN~S\Fraternety Joint.mp3,mp3,9.33407211303711,243.0,10,2 Live Crew,"Sports Weekend: As Nasty as They Wanna Be, Pt. 2",Rap & Hip Hop,Luke Records,320,                            ,Luther Campbell,1991,WehrsNet,NAS-1,none,none,3935787269,1688849860281876,2023-05-04,2023-05-04,2023-05-04
139,Freaky behaviour,D:\music\2 Live Crew\S0S8SN~S\Freaky Behaviour.mp3,mp3,11.054018020629883,288.1,17,2 Live Crew,"Sports Weekend: As Nasty as They Wanna Be, Pt. 2",Rap & Hip Hop,Luke Records,320,                            ,Chris Wong Won/David Hobbs/Luther Campbell/Mark Ross,1991,WehrsNet,NAS-1,none,none,3935787269,1688849860281877,2023-05-04,2023-05-04,2023-05-04
140,I ain't bullshittin 3,D:\music\2 Live Crew\S0S8SN~S\I Ain't Bullshittin 3.mp3,mp3,11.225424766540527,292.6,23,2 Live Crew,"Sports Weekend: As Nasty as They Wanna Be, Pt. 2",Rap & Hip Hop,Luke Records,320,                            ,,1991,WehrsNet,NAS-1,none,none,3935787269,1407374883571222,2023-05-04,2023-05-04,2023-05-04
141,Ugly as fuck,D:\music\2 Live Crew\S0S8SN~S\Ugly As Fuck.mp3,mp3,10.221939086914062,266.3,8,2 Live Crew,"Sports Weekend: As Nasty as They Wanna Be, Pt. 2",Rap & Hip Hop,Luke Records,320,                            ,,1991,WehrsNet,NAS-1,none,none,3935787269,1407374883571223,2023-05-04,2023-05-04,2023-05-04
142,Be my private dancer,D:\music\2 Live Crew\Shake A Lil' Somethin'\Be My Private Dancer.mp3,mp3,8.124966621398926,213.2,9,2 Live Crew,Shake A Lil' Somethin',Rap/Electro,,320,Miami,,1995,WehrsNet,NAS-1,FreeRIP 2.96,none,3935787269,1407374883571225,2023-05-04,2023-05-04,2023-05-04
143,Bonus track 1,D:\music\2 Live Crew\Shake A Lil' Somethin'\Bonus Track 1.mp3,mp3,2.673853874206543,70.2,17,2 Live Crew,Shake A Lil' Somethin',Rap/Electro,,320,Miami,,1995,WehrsNet,NAS-1,FreeRIP 2.96,none,3935787269,1407374883571226,2023-05-04,2023-05-04,2023-05-04
144,Bonus track 2,D:\music\2 Live Crew\Shake A Lil' Somethin'\Bonus Track 2.mp3,mp3,0.002567291259765625,0.1,18,2 Live Crew,Shake A Lil' Somethin',Rap/Electro,,320,Miami,,1995,WehrsNet,NAS-1,FreeRIP 2.96,none,3935787269,1407374883571227,2023-05-04,2023-05-04,2023-05-04
145,Buldagger stole my bitch,D:\music\2 Live Crew\Shake A Lil' Somethin'\Buldagger Stole My Bitch.mp3,mp3,10.475666999816895,274.8,4,2 Live Crew,Shake A Lil' Somethin',Rap/Electro,,320,Miami,,1995,WehrsNet,NAS-1,FreeRIP 2.96,none,3935787269,1407374883571228,2023-05-04,2023-05-04,2023-05-04
146,Caper reprise,D:\music\2 Live Crew\Shake A Lil' Somethin'\Caper Reprise.mp3,mp3,2.09140682220459,54.9,16,2 Live Crew,Shake A Lil' Somethin',Rap/Electro,,320,Miami,,1995,WehrsNet,NAS-1,FreeRIP 2.96,none,3935787269,1688849860281885,2023-05-04,2023-05-04,2023-05-04
147,Do the damn thing,D:\music\2 Live Crew\Shake A Lil' Somethin'\Do The Damn Thing.mp3,mp3,9.22016429901123,241.9,11,2 Live Crew,Shake A Lil' Somethin',Rap/Electro,,320,Miami,,1995,WehrsNet,NAS-1,FreeRIP 2.96,none,3935787269,1407374883571230,2023-05-04,2023-05-04,2023-05-04
148,Jam session i,D:\music\2 Live Crew\Shake A Lil' Somethin'\Jam Session I.mp3,mp3,8.619791984558105,226.2,13,2 Live Crew,Shake A Lil' Somethin',Rap/Electro,,320,Miami,,1995,WehrsNet,NAS-1,FreeRIP 2.96,none,3935787269,1407374883571232,2023-05-04,2023-05-04,2023-05-04
149,Mega mix 6,D:\music\2 Live Crew\Shake A Lil' Somethin'\Mega Mix 6.mp3,mp3,2.6260604858398438,68.9,15,2 Live Crew,Shake A Lil' Somethin',Rap/Electro,,320,Miami,,1995,WehrsNet,NAS-1,FreeRIP 2.96,none,3935787269,1407374883571233,2023-05-04,2023-05-04,2023-05-04
150,My dick,D:\music\2 Live Crew\Shake A Lil' Somethin'\My Dick.mp3,mp3,0.6616678237915039,17.4,10,2 Live Crew,Shake A Lil' Somethin',Rap/Electro,,320,Miami,,1995,WehrsNet,NAS-1,FreeRIP 2.96,none,3935787269,1407374883571234,2023-05-04,2023-05-04,2023-05-04
151,Psk'95,D:\music\2 Live Crew\Shake A Lil' Somethin'\PSK'95.mp3,mp3,11.624614715576172,305.0,12,2 Live Crew,Shake A Lil' Somethin',Rap/Electro,,320,Miami,,1995,WehrsNet,NAS-1,FreeRIP 2.96,none,3935787269,1688849860281891,2023-05-04,2023-05-04,2023-05-04
152,Savage in the sack,D:\music\2 Live Crew\Shake A Lil' Somethin'\Savage In The Sack.mp3,mp3,10.774352073669434,282.7,8,2 Live Crew,Shake A Lil' Somethin',Rap/Electro,,320,Miami,,1995,WehrsNet,NAS-1,FreeRIP 2.96,none,3935787269,1407374883571236,2023-05-04,2023-05-04,2023-05-04
153,Shake a lil' somethin',D:\music\2 Live Crew\Shake A Lil' Somethin'\Shake A Lil' Somethin'.mp3,mp3,9.189303398132324,241.1,2,2 Live Crew,Shake A Lil' Somethin',Rap/Electro,,320,Miami,,1995,WehrsNet,NAS-1,FreeRIP 2.96,none,3935787269,1688849860281893,2023-05-04,2023-05-04,2023-05-04
154,Skeeta man,D:\music\2 Live Crew\Shake A Lil' Somethin'\Skeeta Man.mp3,mp3,8.220538139343262,215.7,7,2 Live Crew,Shake A Lil' Somethin',Rap/Electro,,320,Miami,,1995,WehrsNet,NAS-1,FreeRIP 2.96,none,3935787269,1407374883571238,2023-05-04,2023-05-04,2023-05-04
155,Table dance,D:\music\2 Live Crew\Shake A Lil' Somethin'\Table Dance.mp3,mp3,10.663829803466797,279.8,3,2 Live Crew,Shake A Lil' Somethin',Rap/Electro,,320,Miami,,1995,WehrsNet,NAS-1,FreeRIP 2.96,none,3935787269,1407374883571239,2023-05-04,2023-05-04,2023-05-04
156,This thing is huge,D:\music\2 Live Crew\Shake A Lil' Somethin'\This Thing Is Huge.mp3,mp3,0.46155452728271484,12.1,5,2 Live Crew,Shake A Lil' Somethin',Rap/Electro,,320,Miami,,1995,WehrsNet,NAS-1,FreeRIP 2.96,none,3935787269,1407374883571240,2023-05-04,2023-05-04,2023-05-04
157,When we get them hoes,D:\music\2 Live Crew\Shake A Lil' Somethin'\When We Get Them Hoes.mp3,mp3,8.304182052612305,217.9,6,2 Live Crew,Shake A Lil' Somethin',Rap/Electro,,320,Miami,,1995,WehrsNet,NAS-1,FreeRIP 2.96,none,3935787269,1407374883571241,2023-05-04,2023-05-04,2023-05-04
158,Anotha pussy caper,D:\music\2 Live Crew\Shake a Lil' Somethin'_ADMIN_May-19-205244-2019_Conflict\Anotha Pussy Caper.mp3,mp3,12.80854606628418,336.1,14,2 Live Crew,Shake a Lil' Somethin',Rap & Hip Hop,ZYX Music,320,Miami,D. Hobbs/M. Ross,1996,WehrsNet,NAS-1,FreeRIP 2.96,none,3935787269,1407374883571243,2023-05-04,2023-05-04,2023-05-04
159,12 '' long,D:\music\2 Live Crew\Sports Weekend - As Nasty As They Wanna Be Part 2\12 '' Long.mp3,mp3,0.6785249710083008,16.1,18,2 Live Crew,Sports Weekend - As Nasty As They Wanna Be Part 2,Rap,,320,                            ,,1991,WehrsNet,NAS-1,none,none,3935787269,1407374883571245,2023-05-04,2023-05-04,2023-05-04
160,A fuck is a fuck,D:\music\2 Live Crew\Sports Weekend - As Nasty As They Wanna Be Part 2\A Fuck Is A Fuck.mp3,mp3,11.09188461303711,289.1,04,2 Live Crew,Sports Weekend - As Nasty As They Wanna Be Part 2,Rap,,320,,,1991,WehrsNet,NAS-1,none,none,3935787269,1407374883571246,2023-05-04,2023-05-04,2023-05-04
161,A hooker,D:\music\2 Live Crew\Sports Weekend - As Nasty As They Wanna Be Part 2\A Hooker.mp3,mp3,0.8060750961303711,19.4,09,2 Live Crew,Sports Weekend - As Nasty As They Wanna Be Part 2,Rap,,320,,,1991,WehrsNet,NAS-1,none,none,3935787269,1688849860281903,2023-05-04,2023-05-04,2023-05-04
162,Ain't no pussy like,D:\music\2 Live Crew\Sports Weekend - As Nasty As They Wanna Be Part 2\Ain't No Pussy Like.mp3,mp3,9.041109085083008,235.3,19,2 Live Crew,Sports Weekend - As Nasty As They Wanna Be Part 2,Rap,,320,,,1991,WehrsNet,NAS-1,none,none,3935787269,1407374883571248,2023-05-04,2023-05-04,2023-05-04
163,Baby baby please - just a little more head,D:\music\2 Live Crew\Sports Weekend - As Nasty As They Wanna Be Part 2\Baby Baby Please - Just A Little More Head.mp3,mp3,6.661529541015625,172.9,06,2 Live Crew,Sports Weekend - As Nasty As They Wanna Be Part 2,Rap,,320,,,1991,WehrsNet,NAS-1,none,none,3935787269,1407374883571249,2023-05-04,2023-05-04,2023-05-04
164,Balls,D:\music\2 Live Crew\Sports Weekend - As Nasty As They Wanna Be Part 2\Balls.mp3,mp3,1.3122882843017578,32.7,24,2 Live Crew,Sports Weekend - As Nasty As They Wanna Be Part 2,Rap,,320,,,1991,WehrsNet,NAS-1,none,none,3935787269,1688849860281906,2023-05-04,2023-05-04,2023-05-04
165,Chesterfield island,D:\music\2 Live Crew\Sports Weekend - As Nasty As They Wanna Be Part 2\Chesterfield Island.mp3,mp3,1.7318382263183594,43.7,22,2 Live Crew,Sports Weekend - As Nasty As They Wanna Be Part 2,Rap,,320,,,1991,WehrsNet,NAS-1,none,none,3935787269,1407374883571251,2023-05-04,2023-05-04,2023-05-04
166,For how long,D:\music\2 Live Crew\Sports Weekend - As Nasty As They Wanna Be Part 2\For How Long.mp3,mp3,0.6625881195068359,15.7,03,2 Live Crew,Sports Weekend - As Nasty As They Wanna Be Part 2,Rap,,320,,,1991,WehrsNet,NAS-1,none,none,3935787269,1407374883571252,2023-05-04,2023-05-04,2023-05-04
167,Fuck off,D:\music\2 Live Crew\Sports Weekend - As Nasty As They Wanna Be Part 2\Fuck Off.mp3,mp3,1.3591289520263672,33.9,14,2 Live Crew,Sports Weekend - As Nasty As They Wanna Be Part 2,Rap,,320,,,1991,WehrsNet,NAS-1,none,none,3935787269,1688849860281909,2023-05-04,2023-05-04,2023-05-04
168,Graveyard,D:\music\2 Live Crew\Sports Weekend - As Nasty As They Wanna Be Part 2\Graveyard.mp3,mp3,0.8658666610717773,21.0,07,2 Live Crew,Sports Weekend - As Nasty As They Wanna Be Part 2,Rap,,320,,,1991,WehrsNet,NAS-1,none,none,3935787269,1407374883571254,2023-05-04,2023-05-04,2023-05-04
169,Here i come,D:\music\2 Live Crew\Sports Weekend - As Nasty As They Wanna Be Part 2\Here I Come.mp3,mp3,7.091955184936523,184.2,12,2 Live Crew,Sports Weekend - As Nasty As They Wanna Be Part 2,Rap,,320,,,1991,WehrsNet,NAS-1,none,none,3935787269,1407374883571255,2023-05-04,2023-05-04,2023-05-04
170,I like it - i love it,D:\music\2 Live Crew\Sports Weekend - As Nasty As They Wanna Be Part 2\I Like It - I Love It.mp3,mp3,8.456171989440918,220.0,13,2 Live Crew,Sports Weekend - As Nasty As They Wanna Be Part 2,Rap,,320,,,1991,WehrsNet,NAS-1,none,none,3935787269,1407374883571256,2023-05-04,2023-05-04,2023-05-04
171,Let it rip,D:\music\2 Live Crew\Sports Weekend - As Nasty As They Wanna Be Part 2\Let It Rip.mp3,mp3,0.4054889678955078,8.9,05,2 Live Crew,Sports Weekend - As Nasty As They Wanna Be Part 2,Rap,,320,,,1991,WehrsNet,NAS-1,none,none,3935787269,1407374883571258,2023-05-04,2023-05-04,2023-05-04
172,Mega mix 5,D:\music\2 Live Crew\Sports Weekend - As Nasty As They Wanna Be Part 2\Mega Mix 5.mp3,mp3,8.357498168945312,217.4,15,2 Live Crew,Sports Weekend - As Nasty As They Wanna Be Part 2,Rap,,320,,,1991,WehrsNet,NAS-1,none,none,3935787269,1407374883571259,2023-05-04,2023-05-04,2023-05-04
173,Nigga's comin up,D:\music\2 Live Crew\Sports Weekend - As Nasty As They Wanna Be Part 2\Nigga's Comin Up.mp3,mp3,0.3078441619873047,6.4,11,2 Live Crew,Sports Weekend - As Nasty As They Wanna Be Part 2,Rap,,320,,,1991,WehrsNet,NAS-1,none,none,3935787269,1407374883571260,2023-05-04,2023-05-04,2023-05-04
174,Pop that pussy,D:\music\2 Live Crew\Sports Weekend - As Nasty As They Wanna Be Part 2\Pop That Pussy.mp3,mp3,9.89310073852539,257.6,02,2 Live Crew,Sports Weekend - As Nasty As They Wanna Be Part 2,Rap,,320,,,1991,WehrsNet,NAS-1,none,none,3935787269,1407374883571261,2023-05-04,2023-05-04,2023-05-04
175,Pussy - reprise - for those who like to fuck,D:\music\2 Live Crew\Sports Weekend - As Nasty As They Wanna Be Part 2\Pussy - Reprise - For Those Who Like To Fuck.mp3,mp3,5.344170570373535,138.4,28,2 Live Crew,Sports Weekend - As Nasty As They Wanna Be Part 2,Rap,,320,,,1991,WehrsNet,NAS-1,none,none,3935787269,1407374883571262,2023-05-04,2023-05-04,2023-05-04
176,Some hot head,D:\music\2 Live Crew\Sports Weekend - As Nasty As They Wanna Be Part 2\Some Hot Head.mp3,mp3,9.147722244262695,238.1,21,2 Live Crew,Sports Weekend - As Nasty As They Wanna Be Part 2,Rap,,320,,,1991,WehrsNet,NAS-1,none,none,3935787269,1407374883571263,2023-05-04,2023-05-04,2023-05-04
177,Sweet suzy,D:\music\2 Live Crew\Sports Weekend - As Nasty As They Wanna Be Part 2\Sweet Suzy.mp3,mp3,1.0332794189453125,25.4,16,2 Live Crew,Sports Weekend - As Nasty As They Wanna Be Part 2,Rap,,320,,,1991,WehrsNet,NAS-1,none,none,3935787269,1407374883571264,2023-05-04,2023-05-04,2023-05-04
178,The pussy caper,D:\music\2 Live Crew\Sports Weekend - As Nasty As They Wanna Be Part 2\The Pussy Caper.mp3,mp3,12.859660148620605,335.4,25,2 Live Crew,Sports Weekend - As Nasty As They Wanna Be Part 2,Rap,,320,,,1991,WehrsNet,NAS-1,none,none,3935787269,1407374883571265,2023-05-04,2023-05-04,2023-05-04
179,Up a girls ass,D:\music\2 Live Crew\Sports Weekend - As Nasty As They Wanna Be Part 2\Up A Girls Ass.mp3,mp3,0.8758411407470703,21.3,26,2 Live Crew,Sports Weekend - As Nasty As They Wanna Be Part 2,Rap,,320,,,1991,WehrsNet,NAS-1,none,none,3935787269,1407374883571266,2023-05-04,2023-05-04,2023-05-04
180,Who's fuckin who,D:\music\2 Live Crew\Sports Weekend - As Nasty As They Wanna Be Part 2\Who's Fuckin Who.mp3,mp3,9.091924667358398,236.6,27,2 Live Crew,Sports Weekend - As Nasty As They Wanna Be Part 2,Rap,,320,,,1991,WehrsNet,NAS-1,none,none,3935787269,1407374883571267,2023-05-04,2023-05-04,2023-05-04
181,You are very erect,D:\music\2 Live Crew\Sports Weekend - As Nasty As They Wanna Be Part 2\You Are Very Erect.mp3,mp3,1.3352317810058594,33.3,20,2 Live Crew,Sports Weekend - As Nasty As They Wanna Be Part 2,Rap,,320,,,1991,WehrsNet,NAS-1,none,none,3935787269,1407374883571268,2023-05-04,2023-05-04,2023-05-04
182,Move somethin',D:\music\2 Live Crew\Super Bass\Move Somethin'.mp3,mp3,5.72856330871582,187.9,15,2 Live Crew,Super Bass,Old School,Record Guys,256, 0000050C 000006A9 0000174F 00002DF0 000222F7 00002727 00004D7C 000057C7 00022325 00024A07,Luke Skywalker/The 2 Live Crew,1991,WehrsNet,NAS-1,none,none,3935787269,1407374883571270,2023-05-04,2023-05-04,2023-05-04
183,Throw the d,D:\music\2 Live Crew\Super Bass\Throw The D.mp3,mp3,5.804277420043945,190.4,4,2 Live Crew,Super Bass,Old School,Record Guys,256, 00000786 0000080F 00003BEB 00003F5C 00007575 00007575 000057F1 00005A87 000186E5 000186E5,Chris Wong Won,1991,WehrsNet,NAS-1,none,none,3935787269,1407374883571271,2023-05-04,2023-05-04,2023-05-04
